OEM_KODU,MARKA,KATEGORI,PARCA_ADI,UYUMLU_MODELLER,MUADIL_REFERANSLAR,DEGISIM_ARALIGI,TEKNIK_OZELLIKLER
35-8M101171,"Mercury Marine","Yakıt Filtrasyonu","Mercury Marine Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (35-8M101171)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01171, Quicksilver 01171, Mallory 01171","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101171)"
35-8M101172,"Mercury Marine","İmpeller & Soğutma","Mercury Marine İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (35-8M101172)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01172, Quicksilver 01172, Mallory 01172","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101172)"
35-8M101173,"Mercury Marine","Hava Emiş","Mercury Marine Hava Emiş Elemanı & Orijinal Servis Kiti (35-8M101173)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01173, Quicksilver 01173, Mallory 01173","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101173)"
35-8M101174,"Mercury Marine","Termostat & Soğutma","Mercury Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (35-8M101174)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01174, Quicksilver 01174, Mallory 01174","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101174)"
35-8M101175,"Mercury Marine","Kayış & Kasnak","Mercury Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (35-8M101175)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01175, Quicksilver 01175, Mallory 01175","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101175)"
35-8M101176,"Mercury Marine","Sensör & Elektronik","Mercury Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (35-8M101176)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01176, Quicksilver 01176, Mallory 01176","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101176)"
35-8M101177,"Mercury Marine","Tutya & Korozyon","Mercury Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (35-8M101177)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01177, Quicksilver 01177, Mallory 01177","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101177)"
35-8M101178,"Mercury Marine","Ateşleme & Elektrik","Mercury Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (35-8M101178)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01178, Quicksilver 01178, Mallory 01178","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101178)"
35-8M101179,"Mercury Marine","Şanzıman & Redüksiyon","Mercury Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (35-8M101179)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01179, Quicksilver 01179, Mallory 01179","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101179)"
35-8M101180,"Mercury Marine","Yağlama & Filtre","Mercury Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (35-8M101180)","Verado 150..400R ve Mercruiser V8 Parçaları","Sierra 01180, Quicksilver 01180, Mallory 01180","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 35-8M101180)"
16510-11181,"Suzuki Marine","Yakıt Filtrasyonu","Suzuki Marine Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (16510-11181)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11181, Solas 11181, CEF 11181","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11181)"
16510-11182,"Suzuki Marine","İmpeller & Soğutma","Suzuki Marine İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (16510-11182)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11182, Solas 11182, CEF 11182","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11182)"
16510-11183,"Suzuki Marine","Hava Emiş","Suzuki Marine Hava Emiş Elemanı & Orijinal Servis Kiti (16510-11183)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11183, Solas 11183, CEF 11183","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11183)"
16510-11184,"Suzuki Marine","Termostat & Soğutma","Suzuki Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (16510-11184)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11184, Solas 11184, CEF 11184","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11184)"
16510-11185,"Suzuki Marine","Kayış & Kasnak","Suzuki Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (16510-11185)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11185, Solas 11185, CEF 11185","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11185)"
16510-11186,"Suzuki Marine","Sensör & Elektronik","Suzuki Marine Sensör & Elektronik Elemanı & Orijinal Servis Kiti (16510-11186)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11186, Solas 11186, CEF 11186","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11186)"
16510-11187,"Suzuki Marine","Tutya & Korozyon","Suzuki Marine Tutya & Korozyon Elemanı & Orijinal Servis Kiti (16510-11187)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11187, Solas 11187, CEF 11187","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11187)"
16510-11188,"Suzuki Marine","Ateşleme & Elektrik","Suzuki Marine Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (16510-11188)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11188, Solas 11188, CEF 11188","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11188)"
16510-11189,"Suzuki Marine","Şanzıman & Redüksiyon","Suzuki Marine Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (16510-11189)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11189, Solas 11189, CEF 11189","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11189)"
16510-11190,"Suzuki Marine","Yağlama & Filtre","Suzuki Marine Yağlama & Filtre Elemanı & Orijinal Servis Kiti (16510-11190)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11190, Solas 11190, CEF 11190","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11190)"
16510-11191,"Suzuki Marine","Yakıt Filtrasyonu","Suzuki Marine Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (16510-11191)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11191, Solas 11191, CEF 11191","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11191)"
16510-11192,"Suzuki Marine","İmpeller & Soğutma","Suzuki Marine İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (16510-11192)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11192, Solas 11192, CEF 11192","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11192)"
16510-11193,"Suzuki Marine","Hava Emiş","Suzuki Marine Hava Emiş Elemanı & Orijinal Servis Kiti (16510-11193)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11193, Solas 11193, CEF 11193","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11193)"
16510-11194,"Suzuki Marine","Termostat & Soğutma","Suzuki Marine Termostat & Soğutma Elemanı & Orijinal Servis Kiti (16510-11194)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11194, Solas 11194, CEF 11194","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11194)"
16510-11195,"Suzuki Marine","Kayış & Kasnak","Suzuki Marine Kayış & Kasnak Elemanı & Orijinal Servis Kiti (16510-11195)","DF70A..DF350A Dual Prop Motor Parçaları","Sierra 11195, Solas 11195, CEF 11195","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 16510-11195)"
RK11196,"Parker Racor","Sensör & Elektronik","Parker Racor Sensör & Elektronik Elemanı & Orijinal Servis Kiti (RK11196)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11196, Donaldson 11196, Fleetguard 11196","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11196)"
RK11197,"Parker Racor","Tutya & Korozyon","Parker Racor Tutya & Korozyon Elemanı & Orijinal Servis Kiti (RK11197)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11197, Donaldson 11197, Fleetguard 11197","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11197)"
RK11198,"Parker Racor","Ateşleme & Elektrik","Parker Racor Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (RK11198)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11198, Donaldson 11198, Fleetguard 11198","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11198)"
RK11199,"Parker Racor","Şanzıman & Redüksiyon","Parker Racor Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (RK11199)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11199, Donaldson 11199, Fleetguard 11199","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11199)"
RK11200,"Parker Racor","Yağlama & Filtre","Parker Racor Yağlama & Filtre Elemanı & Orijinal Servis Kiti (RK11200)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11200, Donaldson 11200, Fleetguard 11200","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11200)"
RK11201,"Parker Racor","Yakıt Filtrasyonu","Parker Racor Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (RK11201)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11201, Donaldson 11201, Fleetguard 11201","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11201)"
RK11202,"Parker Racor","İmpeller & Soğutma","Parker Racor İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (RK11202)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11202, Donaldson 11202, Fleetguard 11202","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11202)"
RK11203,"Parker Racor","Hava Emiş","Parker Racor Hava Emiş Elemanı & Orijinal Servis Kiti (RK11203)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11203, Donaldson 11203, Fleetguard 11203","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11203)"
RK11204,"Parker Racor","Termostat & Soğutma","Parker Racor Termostat & Soğutma Elemanı & Orijinal Servis Kiti (RK11204)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11204, Donaldson 11204, Fleetguard 11204","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11204)"
RK11205,"Parker Racor","Kayış & Kasnak","Parker Racor Kayış & Kasnak Elemanı & Orijinal Servis Kiti (RK11205)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11205, Donaldson 11205, Fleetguard 11205","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11205)"
RK11206,"Parker Racor","Sensör & Elektronik","Parker Racor Sensör & Elektronik Elemanı & Orijinal Servis Kiti (RK11206)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11206, Donaldson 11206, Fleetguard 11206","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11206)"
RK11207,"Parker Racor","Tutya & Korozyon","Parker Racor Tutya & Korozyon Elemanı & Orijinal Servis Kiti (RK11207)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11207, Donaldson 11207, Fleetguard 11207","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11207)"
RK11208,"Parker Racor","Ateşleme & Elektrik","Parker Racor Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (RK11208)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11208, Donaldson 11208, Fleetguard 11208","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11208)"
RK11209,"Parker Racor","Şanzıman & Redüksiyon","Parker Racor Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (RK11209)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11209, Donaldson 11209, Fleetguard 11209","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11209)"
RK11210,"Parker Racor","Yağlama & Filtre","Parker Racor Yağlama & Filtre Elemanı & Orijinal Servis Kiti (RK11210)","Türbin ve Spin-on 500FG / 900FH / 1000FH Serisi","Baldwin 11210, Donaldson 11210, Fleetguard 11210","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: RK11210)"
02211,"Separ Filter","Yakıt Filtrasyonu","Separ Filter Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (02211)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02211, Donaldson 02211, Fleetguard 02211","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02211)"
02212,"Separ Filter","İmpeller & Soğutma","Separ Filter İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (02212)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02212, Donaldson 02212, Fleetguard 02212","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02212)"
02213,"Separ Filter","Hava Emiş","Separ Filter Hava Emiş Elemanı & Orijinal Servis Kiti (02213)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02213, Donaldson 02213, Fleetguard 02213","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02213)"
02214,"Separ Filter","Termostat & Soğutma","Separ Filter Termostat & Soğutma Elemanı & Orijinal Servis Kiti (02214)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02214, Donaldson 02214, Fleetguard 02214","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02214)"
02215,"Separ Filter","Kayış & Kasnak","Separ Filter Kayış & Kasnak Elemanı & Orijinal Servis Kiti (02215)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02215, Donaldson 02215, Fleetguard 02215","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02215)"
02216,"Separ Filter","Sensör & Elektronik","Separ Filter Sensör & Elektronik Elemanı & Orijinal Servis Kiti (02216)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02216, Donaldson 02216, Fleetguard 02216","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02216)"
02217,"Separ Filter","Tutya & Korozyon","Separ Filter Tutya & Korozyon Elemanı & Orijinal Servis Kiti (02217)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02217, Donaldson 02217, Fleetguard 02217","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02217)"
02218,"Separ Filter","Ateşleme & Elektrik","Separ Filter Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (02218)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02218, Donaldson 02218, Fleetguard 02218","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02218)"
02219,"Separ Filter","Şanzıman & Redüksiyon","Separ Filter Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (02219)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02219, Donaldson 02219, Fleetguard 02219","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02219)"
02220,"Separ Filter","Yağlama & Filtre","Separ Filter Yağlama & Filtre Elemanı & Orijinal Servis Kiti (02220)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02220, Donaldson 02220, Fleetguard 02220","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02220)"
02221,"Separ Filter","Yakıt Filtrasyonu","Separ Filter Yakıt Filtrasyonu Elemanı & Orijinal Servis Kiti (02221)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02221, Donaldson 02221, Fleetguard 02221","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02221)"
02222,"Separ Filter","İmpeller & Soğutma","Separ Filter İmpeller & Soğutma Elemanı & Orijinal Servis Kiti (02222)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02222, Donaldson 02222, Fleetguard 02222","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02222)"
02223,"Separ Filter","Hava Emiş","Separ Filter Hava Emiş Elemanı & Orijinal Servis Kiti (02223)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02223, Donaldson 02223, Fleetguard 02223","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02223)"
02224,"Separ Filter","Termostat & Soğutma","Separ Filter Termostat & Soğutma Elemanı & Orijinal Servis Kiti (02224)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02224, Donaldson 02224, Fleetguard 02224","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02224)"
02225,"Separ Filter","Kayış & Kasnak","Separ Filter Kayış & Kasnak Elemanı & Orijinal Servis Kiti (02225)","SWK-2000/5 / 10 / 18 Santrifüj Su Ayırıcılar","Baldwin 02225, Donaldson 02225, Fleetguard 02225","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: 02225)"
JAB-1226,"Jabsco","Sensör & Elektronik","Jabsco Sensör & Elektronik Elemanı & Orijinal Servis Kiti (JAB-1226)","Ham Su Deniz Suyu Devridaim İmpeller & Pompa Kitleri","Johnson -1226, Sherwood -1226, CEF -1226","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: JAB-1226)"
JAB-1227,"Jabsco","Tutya & Korozyon","Jabsco Tutya & Korozyon Elemanı & Orijinal Servis Kiti (JAB-1227)","Ham Su Deniz Suyu Devridaim İmpeller & Pompa Kitleri","Johnson -1227, Sherwood -1227, CEF -1227","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: JAB-1227)"
JAB-1228,"Jabsco","Ateşleme & Elektrik","Jabsco Ateşleme & Elektrik Elemanı & Orijinal Servis Kiti (JAB-1228)","Ham Su Deniz Suyu Devridaim İmpeller & Pompa Kitleri","Johnson -1228, Sherwood -1228, CEF -1228","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: JAB-1228)"
JAB-1229,"Jabsco","Şanzıman & Redüksiyon","Jabsco Şanzıman & Redüksiyon Elemanı & Orijinal Servis Kiti (JAB-1229)","Ham Su Deniz Suyu Devridaim İmpeller & Pompa Kitleri","Johnson -1229, Sherwood -1229, CEF -1229","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: JAB-1229)"
JAB-1230,"Jabsco","Yağlama & Filtre","Jabsco Yağlama & Filtre Elemanı & Orijinal Servis Kiti (JAB-1230)","Ham Su Deniz Suyu Devridaim İmpeller & Pompa Kitleri","Johnson -1230, Sherwood -1230, CEF -1230","200-400 Saat / Sezonluk","Marin Standartlarında Ağır Hizmet Korozyon ve Basınç Dayanımlı OEM Parça (Kod: JAB-1230)"
